institution, ror, repository, count 
"University of Otago",https://ror.org/01jmxt844,"Portsmouth Research Portal (University of Portsmouth)",2,
"University of Otago",https://ror.org/01jmxt844,"Qatar University QSpace (Qatar University)",2,
"University of Otago",https://ror.org/01jmxt844,"Desy publication database (The Deutsches Elektronen-Synchrotron)",1,
"University of Otago",https://ror.org/01jmxt844,"Center for International and Regional Studies (Georgetown University)",2,
"University of Otago",https://ror.org/01jmxt844,"Cronfa (Swansea University)",3,
"University of Otago",https://ror.org/01jmxt844,"Zürcher Hochschule für Angewandte Wissenschaften digital collection (Zurich University of Applied Sciences)",2,
"University of Otago",https://ror.org/01jmxt844,"cIRcle (University of British Columbia)",3,
"University of Otago",https://ror.org/01jmxt844,"T-Stór (Teagasc)",1,
"University of Otago",https://ror.org/01jmxt844,"eScholarship@McGill (McGill)",1,
"University of Otago",https://ror.org/01jmxt844,"Digital Collections portal (Koç University)",1,
"University of Otago",https://ror.org/01jmxt844,"Research Online Institutional Repository (Edith Cowan University)",3,
"University of Otago",https://ror.org/01jmxt844,"Library and Archives Canada (Government of Canada)",1,
"University of Otago",https://ror.org/01jmxt844,"USQ EPrints (University of South Queensland)",2,
"University of Otago",https://ror.org/01jmxt844,"The scientific electronic library of periodicals of the National Academy of Sciences of Ukraine (National Academy of Sciences of Ukraine)",1,
"University of Otago",https://ror.org/01jmxt844,"Wintec Research Archive (Waikato Institute of Technology)",2,
"University of Otago",https://ror.org/01jmxt844,"Leibniz-Zentrum für Informatik (Schloss Dagstuhl)",2,
"University of Otago",https://ror.org/01jmxt844,"NASA STI Repository (National Aeronautics and Space Administration)",1,
"University of Otago",https://ror.org/01jmxt844,"Own your potential (DEAKIN)",1,
"University of Otago",https://ror.org/01jmxt844,"CaltechAUTHORS (California Institute of Technology)",2,
"University of Otago",https://ror.org/01jmxt844,"Teesside University Research Portal (Teesside University)",1,
"University of Otago",https://ror.org/01jmxt844,"Scientific Repository of the Polytechnic Institute of Porto (The Polytechnic Institute of Porto)",1,
"University of Otago",https://ror.org/01jmxt844,"EUR Research Repository (Erasmus University Rotterdam)",1,
"University of Otago",https://ror.org/01jmxt844,"e-publications - Marquette  (Marquette University)",1,
"University of Otago",https://ror.org/01jmxt844,"UWE Research Repository (UWE Bristol)",1,
"University of Otago",https://ror.org/01jmxt844,"Cornell Peter and Stephanie Nolan School of Hotel Administration (Cornell University)",1,
"University of Otago",https://ror.org/01jmxt844,"Document Server@UHasselt (UHasselt)",1,
"University of Otago",https://ror.org/01jmxt844,"Munich Personal RePEc Archive (Munich University)",3,
"University of Otago",https://ror.org/01jmxt844,"Plymouth Marine Science Electronic Archive (The Marine Biological Association (MBA), Plymouth Marine Laboratory (PML) and the Sir Alister Hardy Foundation for Ocean Science (SAHFOS).)",1,
"University of Otago",https://ror.org/01jmxt844,"Institutional Repository University of Antwerp (University of Antwerp)",2,
"University of Otago",https://ror.org/01jmxt844,"Università Politecnica delle Marche (Università Politecnica delle Marche)",1,
"University of Otago",https://ror.org/01jmxt844,"Middlesex University Research Repository (Middlesex University Of London)",2,
"University of Otago",https://ror.org/01jmxt844,"Worcester Research and Publications (University of Worcester)",1,
"University of Otago",https://ror.org/01jmxt844,"Lund University Publications (Lund University)",4,
"University of Otago",https://ror.org/01jmxt844,"UTUPub (University of Turku)",1,
"University of Otago",https://ror.org/01jmxt844,"ScholarWorks - Georgia State University (Georgia State University)",1,
"University of Otago",https://ror.org/01jmxt844,"WestminsterResearch (University of Westminster)",1,
"University of Otago",https://ror.org/01jmxt844,"Universitas Airlangga Repository (Universitas Airlangga)",2,
"University of Otago",https://ror.org/01jmxt844,"DergiPark (Istanbul University)",2,
"University of Otago",https://ror.org/01jmxt844,"UWC Research Repository (University of the Western Cape)",1,
"University of Otago",https://ror.org/01jmxt844,"R-libre (Université Téluq)",1,
"University of Otago",https://ror.org/01jmxt844,"Open Repository and Bibliography (University of Liège)",3,
"University of Otago",https://ror.org/01jmxt844,"Latin American Theatre Review (The University of Kansas)",3,
"University of Otago",https://ror.org/01jmxt844,"HRB National Drugs Library (Health Research Board)",1,
"University of Otago",https://ror.org/01jmxt844,"UA Campus Repository (The University of Arizona)",1,
"University of Otago",https://ror.org/01jmxt844,"Hispana",1,
"University of Otago",https://ror.org/01jmxt844,"Digital Scholarship - UNLV (University of Nevada Reno)",1,
"University of Otago",https://ror.org/01jmxt844,"DORA PSI (Paul Scherrer Institute)",1,
"University of Otago",https://ror.org/01jmxt844,"DiVA at Umeå University (Umeå University)",1,
"University of Otago",https://ror.org/01jmxt844,"Scientific Electronic Library Online (Scientific Electronic Library Online)",1,
"University of Otago",https://ror.org/01jmxt844,"DigitalGeorgetown (Georgetown University Library)",1,
"University of Otago",https://ror.org/01jmxt844,"Queensland's institutional digital repository (The University of Queensland)",1,
"University of Otago",https://ror.org/01jmxt844,"Project Muse (Johns Hopkins University)",2,
"University of Otago",https://ror.org/01jmxt844,"Faculty Opinions – Post-Publication Peer Review of the Biomedical Literature",44,
"University of Otago",https://ror.org/01jmxt844,"University of North Texas Digital Library (University of North Texas)",1,
"University of Otago",https://ror.org/01jmxt844,"Chapman University Digital Commons (Chapman University)",1,
"University of Otago",https://ror.org/01jmxt844,"UPT. Syiah Kuala University Library (Syiah Kuala University)",1,
"University of Otago",https://ror.org/01jmxt844,"CERN Document Server (European Organization for Nuclear Research)",1,
"University of Otago",https://ror.org/01jmxt844,"MURAL - Maynooth University Research Archive Library (National University of Ireland, Maynooth)",2,
"University of Otago",https://ror.org/01jmxt844,"Maryland Shared Open Access Repository (USMAI Consortium)",1,
"University of Otago",https://ror.org/01jmxt844,"Digital Repository at the University of Maryland (University of Maryland College Park)",1,
"University of Otago",https://ror.org/01jmxt844,"ODU Digital Commons (Old Dominion University)",1,
"University of Otago",https://ror.org/01jmxt844,"Authorea",3,
"University of Otago",https://ror.org/01jmxt844,"Lincoln Repository (University of Lincoln)",1,
"University of Otago",https://ror.org/01jmxt844,"LSTM Online Archive (Liverpool School of Tropical Medicine)",1,
"University of Otago",https://ror.org/01jmxt844,"Internet Archive (Internet Archive)",1,
"University of Otago",https://ror.org/01jmxt844,"IUPAC Standards Online",2,
"University of Otago",https://ror.org/01jmxt844,"Unipub UB Graz (Universität Graz)",1,
"University of Otago",https://ror.org/01jmxt844,"KU ScholarWorks (University of Kansas)",1,
"University of Otago",https://ror.org/01jmxt844,"Digital Commons - University of South Florida (University of South Florida)",1,
"University of Otago",https://ror.org/01jmxt844,"Universiti Utara Malaysia Institutional Repository (Universiti Utara Malaysia)",1,
"University of Otago",https://ror.org/01jmxt844,"Research at York St John (York St John University)",1,
"University of Otago",https://ror.org/01jmxt844,"Future Studies Research Journal (profuturo education research consulting)",1,
"University of Otago",https://ror.org/01jmxt844,"University of Limerick Institutional Repository (University of Limerick)",1,
"University of Otago",https://ror.org/01jmxt844,"Humanities Commons CORE (Modern Language Association / Columbia University)",1,
"University of Otago",https://ror.org/01jmxt844,"bepress Legal Repository (Bepress (United States))",1,
"University of Otago",https://ror.org/01jmxt844,"Institutional Repository (York University)",1,
"University of Otago",https://ror.org/01jmxt844,"Hokkaido University Collection of Scholarly and Academic Papers (Hokkaido University)",1,
"University of Otago",https://ror.org/01jmxt844,"Labour, Employment and Work in New Zealand (University of Wellington)",2,
"Massey University",https://ror.org/052czxv31,"CiteSeer X (The Pennsylvania State University)",126,
"Massey University",https://ror.org/052czxv31,"Europe PMC (PubMed Central)",245,
"Massey University",https://ror.org/052czxv31,"UWA Profiles and Research Repository (UWA)",5,
"Massey University",https://ror.org/052czxv31,"LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)",9,
"Massey University",https://ror.org/052czxv31,"INDIGO (University of Illinois at Chicago)",99,
"Massey University",https://ror.org/052czxv31,"MPG.PuRe (Max Planck Society)",10,
"Massey University",https://ror.org/052czxv31,"ANU Open Research (Australian National University)",17,
"Massey University",https://ror.org/052czxv31,"Open Research Exeter (University of Exeter)",7,
"Massey University",https://ror.org/052czxv31,"Data Archiving and Networked Services (DANS)",14,
"Massey University",https://ror.org/052czxv31,"UPCommons institutional repository (Universitat Politècnica de Catalunya)",1,
"Massey University",https://ror.org/052czxv31,"HAL (Le Centre pour la Communication Scientifique Directe)",65,
"Massey University",https://ror.org/052czxv31,"Massey Research Online (Massey University)",185,
"Massey University",https://ror.org/052czxv31,"Digital Repository at the University of Maryland (University of Maryland College Park)",1,
"Massey University",https://ror.org/052czxv31,"PubMed Central",96,
"Massey University",https://ror.org/052czxv31,"OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information)",3,
"Massey University",https://ror.org/052czxv31,"EUR Research Repository (Erasmus University Rotterdam)",3,
"Massey University",https://ror.org/052czxv31,"Lincoln University Research Archive (Lincoln University)",6,
"Massey University",https://ror.org/052czxv31,"RePEc: Research Papers in Economics",59,
"Massey University",https://ror.org/052czxv31,"Digital Commons - University of Nebraska Lincoln (University of Nebraska–Lincoln)",4,
"Massey University",https://ror.org/052czxv31,"Lincoln Repository (University of Lincoln)",12,
"Massey University",https://ror.org/052czxv31,"Griffith Research Online (Griffith University, Queensland, Australia)",12,
"Massey University",https://ror.org/052czxv31,"arXiv (Cornell University)",368,
"Massey University",https://ror.org/052czxv31,"Zenodo (CERN European Organization for Nuclear Research)",32,
"Massey University",https://ror.org/052czxv31,"Lirias (KU Leuven)",11,
"Massey University",https://ror.org/052czxv31,"Portsmouth Research Portal (University of Portsmouth)",8,
"Massey University",https://ror.org/052czxv31,"Library Union Catalog of Bavaria, Berlin and Brandenburg (B3Kat Repository)",8,
"Massey University",https://ror.org/052czxv31,"Research Commons (The University of Waikato)",18,
"Massey University",https://ror.org/052czxv31,"Edge Hill University Research Information Repository (Edge Hill University)",1,
"Massey University",https://ror.org/052czxv31,"White Rose Research Online (University of Leeds)",15,
"Massey University",https://ror.org/052czxv31,"ORCA Online Research @Cardiff (Cardiff University)",9,
"Massey University",https://ror.org/052czxv31,"Helmholtz Centre for Ocean Research Kiel (GEOMAR)",1,
"Massey University",https://ror.org/052czxv31,"Loughborough University Research Repository (Loughborough University)",2,
"Massey University",https://ror.org/052czxv31,"White Rose Research Online (University of Leeds, The University of Sheffield, University of York)",6,
"Massey University",https://ror.org/052czxv31,"OPAL (Open@LaTrobe) (La Trobe University)",63,
"Massey University",https://ror.org/052czxv31,"NOAA Institutional Repository",1,
"Massey University",https://ror.org/052czxv31,"Duo Research Archive (University of Oslo)",9,
"Massey University",https://ror.org/052czxv31,"Kent Academic Repository (University of Kent)",6,
"Massey University",https://ror.org/052czxv31,"Utrecht University Repository (Utrecht University)",2,
"Massey University",https://ror.org/052czxv31,"UpSpace Institutional Repository (University of Pretoria)",12,
